11:58:07 - CPU: 3.7% | Memory: 3.1% (1.6 GB)
12:25:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:06 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:09 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:10 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:12 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:25:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:17 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:25:18 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:20 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:25 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:27 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:31 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:32 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:43 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:47 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:25:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:51 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:52 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:25:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:55 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:57 - CPU: 5.7% | Memory: 3.1% (1.6 GB)
12:25:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:01 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:02 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:03 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:05 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:06 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:26:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:10 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:11 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:26:12 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:14 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:16 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:26:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:26 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:26:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:28 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:31 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:26:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:34 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:36 - CPU: 5.7% | Memory: 3.1% (1.6 GB)
12:26:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:46 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:26:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:48 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:26:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:50 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:26:51 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:26:52 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:26:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:56 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:26:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:26:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:01 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:07 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:09 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:10 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:12 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:15 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:16 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:27:17 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:22 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:27:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:24 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:27 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:29 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:27:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:32 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:37 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:38 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:47 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:48 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:49 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:52 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:53 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:27:54 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:27:57 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:27:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:27:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:00 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:28:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:02 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:28:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:10 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:14 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:16 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:17 - CPU: 5.8% | Memory: 3.1% (1.6 GB)
12:28:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:20 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:22 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:28:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:25 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:27 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:28:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:30 - CPU: 5.8% | Memory: 3.1% (1.6 GB)
12:28:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:32 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:28:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:35 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:36 - CPU: 6.7% | Memory: 3.1% (1.6 GB)
12:28:37 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:28:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:42 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:28:43 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:47 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:53 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:28:54 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:28:57 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:28:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:28:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:01 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:29:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:07 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:29:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:09 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:12 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:29:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:17 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:29:18 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:22 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:29:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:24 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:26 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:27 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:29:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:30 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:31 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:29:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:46 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:48 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:52 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:29:53 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:55 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:29:58 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:29:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:00 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:30:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:02 - CPU: 7.2% | Memory: 3.1% (1.6 GB)
12:30:03 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:09 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:10 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:12 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:17 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:30:18 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:22 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:30:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:27 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:30:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:32 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:37 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:38 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:44 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:47 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:30:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:51 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:30:56 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:30:57 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:30:58 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:30:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:03 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:07 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:08 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:10 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:11 - CPU: 5.8% | Memory: 3.1% (1.6 GB)
12:31:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:13 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:18 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:27 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:31 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:32 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:34 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:35 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:37 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:31:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:42 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:31:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:31:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:31:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
